type,key,revision,last_modified,JSON
/type/author,/authors/OL10015442A,1,27/12/2021 21:02,"{""type"": {""key"": ""/type/author""}, ""name"": ""RIMSports Gear"", ""key"": ""/authors/OL10015442A"", ""source_records"": [""amazon:1720249784""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:01:59.803353""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:01:59.803353""}}"
/type/author,/authors/OL10015497A,1,27/12/2021 21:02,"{""type"": {""key"": ""/type/author""}, ""name"": ""N4tters Notes"", ""key"": ""/authors/OL10015497A"", ""source_records"": [""bwb:9798482021996""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:02:57.203486""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:02:57.203486""}}"
/type/author,/authors/OL10015861A,1,27/12/2021 21:12,"{""type"": {""key"": ""/type/author""}, ""name"": ""Elisa BELLINO"", ""key"": ""/authors/OL10015861A"", ""source_records"": [""bwb:9781006471919""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:12:29.346396""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:12:29.346396""}}"
/type/author,/authors/OL10015889A,1,27/12/2021 21:14,"{""type"": {""key"": ""/type/author""}, ""name"": ""Gregg Crisp"", ""key"": ""/authors/OL10015889A"", ""source_records"": [""bwb:9781098396329""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:14:09.005682""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:14:09.005682""}}"
/type/author,/authors/OL10016202A,1,27/12/2021 21:22,"{""type"": {""key"": ""/type/author""}, ""name"": ""Zobi"", ""key"": ""/authors/OL10016202A"", ""source_records"": [""bwb:9798985064100""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:22:16.146782""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:22:16.146782""}}"
/type/author,/authors/OL10016413A,1,27/12/2021 21:30,"{""type"": {""key"": ""/type/author""}, ""name"": ""Nilufar Karimi"", ""key"": ""/authors/OL10016413A"", ""source_records"": [""bwb:9781934819982""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:30:22.237997""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:30:22.237997""}}"
/type/author,/authors/OL10016539A,1,27/12/2021 21:32,"{""type"": {""key"": ""/type/author""}, ""name"": ""David Schmall"", ""key"": ""/authors/OL10016539A"", ""source_records"": [""bwb:9781637523940""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:32:17.022526""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:32:17.022526""}}"
/type/author,/authors/OL10016545A,1,27/12/2021 21:32,"{""type"": {""key"": ""/type/author""}, ""name"": ""Caulen Lauria"", ""key"": ""/authors/OL10016545A"", ""source_records"": [""bwb:9781685644642""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:32:20.400627""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:32:20.400627""}}"
/type/author,/authors/OL1001654A,2,20/08/2008 18:02,"{""name"": ""Gail Osherenko"", ""personal_name"": ""Gail Osherenko"", ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2008-08-20T18:02:07.966538""}, ""key"": ""/authors/OL1001654A"", ""type"": {""key"": ""/type/author""}, ""revision"": 2}"
/type/author,/authors/OL10016616A,1,27/12/2021 21:34,"{""type"": {""key"": ""/type/author""}, ""name"": ""Bonnie J. Gibson"", ""key"": ""/authors/OL10016616A"", ""source_records"": [""bwb:9781953583185""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:34:19.071602""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:34:19.071602""}}"
/type/author,/authors/OL10016627A,1,27/12/2021 21:34,"{""type"": {""key"": ""/type/author""}, ""name"": ""Blaike Wellington"", ""key"": ""/authors/OL10016627A"", ""source_records"": [""bwb:9781733522618""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:34:51.877023""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:34:51.877023""}}"
/type/author,/authors/OL10016764A,1,27/12/2021 21:38,"{""type"": {""key"": ""/type/author""}, ""name"": ""Jalan Ward"", ""key"": ""/authors/OL10016764A"", ""source_records"": [""bwb:9780578304700""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:38:13.605083""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:38:13.605083""}}"
/type/author,/authors/OL10017118A,1,27/12/2021 21:45,"{""type"": {""key"": ""/type/author""}, ""name"": ""Marlien Lourens"", ""key"": ""/authors/OL10017118A"", ""source_records"": [""amazon:152346142X""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:45:38.721546""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:45:38.721546""}}"
/type/author,/authors/OL10017592A,1,27/12/2021 21:50,"{""type"": {""key"": ""/type/author""}, ""name"": ""Francia Kinchington Jennifer Patterson"", ""key"": ""/authors/OL10017592A"", ""source_records"": [""amazon:1527534731""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:50:29.104766""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:50:29.104766""}}"
/type/author,/authors/OL10017707A,1,27/12/2021 21:51,"{""type"": {""key"": ""/type/author""}, ""name"": ""Roland Bardy, Arthur Rubens, Raymond Saner, Lichia Yiu"", ""key"": ""/authors/OL10017707A"", ""source_records"": [""amazon:1527563103""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:51:09.332476""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:51:09.332476""}}"
/type/author,/authors/OL10018172A,1,27/12/2021 21:56,"{""type"": {""key"": ""/type/author""}, ""name"": ""3rd Grade Learning"", ""key"": ""/authors/OL10018172A"", ""source_records"": [""bwb:9798484447336""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:56:00.404620""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:56:00.404620""}}"
/type/author,/authors/OL10018282A,1,27/12/2021 21:59,"{""type"": {""key"": ""/type/author""}, ""name"": ""Felicia Hooper"", ""key"": ""/authors/OL10018282A"", ""source_records"": [""bwb:9798471865556""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:59:08.652752""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T21:59:08.652752""}}"
/type/author,/authors/OL10018632A,1,27/12/2021 22:10,"{""type"": {""key"": ""/type/author""}, ""name"": ""Kim Designe"", ""key"": ""/authors/OL10018632A"", ""source_records"": [""bwb:9798461832681""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:10:38.192913""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:10:38.192913""}}"
/type/author,/authors/OL10018707A,1,27/12/2021 22:13,"{""type"": {""key"": ""/type/author""}, ""name"": ""Jeffery E. Andrews"", ""key"": ""/authors/OL10018707A"", ""source_records"": [""bwb:9798452989035""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:13:15.873099""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:13:15.873099""}}"
/type/author,/authors/OL10019076A,1,27/12/2021 22:25,"{""type"": {""key"": ""/type/author""}, ""name"": ""Malcolm Douglass Whitman"", ""key"": ""/authors/OL10019076A"", ""source_records"": [""amazon:5519510504""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:25:14.713347""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:25:14.713347""}}"
/type/author,/authors/OL1001921A,2,20/08/2008 18:04,"{""name"": ""Krzysztof Urbaniec"", ""personal_name"": ""Krzysztof Urbaniec"", ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2008-08-20T18:04:22.244098""}, ""key"": ""/authors/OL1001921A"", ""type"": {""key"": ""/type/author""}, ""revision"": 2}"
/type/author,/authors/OL1001942A,2,20/08/2008 18:04,"{""name"": ""Michael M. Lewis"", ""personal_name"": ""Michael M. Lewis"", ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2008-08-20T18:04:32.420595""}, ""key"": ""/authors/OL1001942A"", ""birth_date"": ""1943"", ""type"": {""key"": ""/type/author""}, ""revision"": 2}"
/type/author,/authors/OL10019679A,1,27/12/2021 22:46,"{""type"": {""key"": ""/type/author""}, ""name"": ""Dhalia X. Delossantos Agencia Editorial Digital"", ""key"": ""/authors/OL10019679A"", ""source_records"": [""bwb:9798545048106""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:46:40.566270""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:46:40.566270""}}"
/type/author,/authors/OL10019943A,1,27/12/2021 22:58,"{""type"": {""key"": ""/type/author""}, ""name"": ""Jean-Paul BOLUFER"", ""key"": ""/authors/OL10019943A"", ""source_records"": [""bwb:9798468148679""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:58:47.822444""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T22:58:47.822444""}}"
/type/author,/authors/OL10020146A,1,27/12/2021 23:06,"{""type"": {""key"": ""/type/author""}, ""name"": ""Linnesea Raptt"", ""key"": ""/authors/OL10020146A"", ""source_records"": [""bwb:9798482851999""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:06:18.112620""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:06:18.112620""}}"
/type/author,/authors/OL10020262A,1,27/12/2021 23:12,"{""type"": {""key"": ""/type/author""}, ""name"": ""H. B STORE"", ""key"": ""/authors/OL10020262A"", ""source_records"": [""bwb:9798482625361""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:12:47.673449""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:12:47.673449""}}"
/type/author,/authors/OL10020467A,1,27/12/2021 23:23,"{""type"": {""key"": ""/type/author""}, ""name"": ""Alayah Unicorn Sketchbook"", ""key"": ""/authors/OL10020467A"", ""source_records"": [""bwb:9798461533397""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:23:04.986852""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:23:04.986852""}}"
/type/author,/authors/OL10020779A,1,27/12/2021 23:37,"{""type"": {""key"": ""/type/author""}, ""name"": ""Jamee Hughes"", ""key"": ""/authors/OL10020779A"", ""source_records"": [""bwb:9798540404778""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:37:11.982236""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:37:11.982236""}}"
/type/author,/authors/OL1002090A,2,20/08/2008 18:06,"{""name"": ""Olivier Lecarme"", ""personal_name"": ""Olivier Lecarme"", ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2008-08-20T18:06:13.71921""}, ""key"": ""/authors/OL1002090A"", ""type"": {""key"": ""/type/author""}, ""revision"": 2}"
/type/author,/authors/OL10021098A,1,27/12/2021 23:53,"{""type"": {""key"": ""/type/author""}, ""name"": ""Fruitful Parent"", ""key"": ""/authors/OL10021098A"", ""source_records"": [""bwb:9798451627211""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:53:51.005511""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-27T23:53:51.005511""}}"
/type/author,/authors/OL10021432A,1,28/12/2021 00:11,"{""type"": {""key"": ""/type/author""}, ""name"": ""Gabriel Vellutini"", ""key"": ""/authors/OL10021432A"", ""source_records"": [""bwb:9798543171578""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T00:11:56.181310""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T00:11:56.181310""}}"
/type/author,/authors/OL10021653A,1,28/12/2021 00:27,"{""type"": {""key"": ""/type/author""}, ""name"": ""Louise store"", ""key"": ""/authors/OL10021653A"", ""source_records"": [""bwb:9798482163788""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T00:27:20.950888""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T00:27:20.950888""}}"
/type/author,/authors/OL10022500A,1,28/12/2021 01:14,"{""type"": {""key"": ""/type/author""}, ""name"": ""ALWahed. STR Publication"", ""key"": ""/authors/OL10022500A"", ""source_records"": [""bwb:9798591510787""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:14:31.650450""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:14:31.650450""}}"
/type/author,/authors/OL10022569A,1,28/12/2021 01:17,"{""type"": {""key"": ""/type/author""}, ""name"": ""MaKolton Publications"", ""key"": ""/authors/OL10022569A"", ""source_records"": [""bwb:9798542937847""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:17:53.191417""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:17:53.191417""}}"
/type/author,/authors/OL10022934A,1,28/12/2021 01:32,"{""type"": {""key"": ""/type/author""}, ""name"": ""Kamalani Johnson"", ""key"": ""/authors/OL10022934A"", ""source_records"": [""bwb:9781736876275""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:32:58.063610""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:32:58.063610""}}"
/type/author,/authors/OL10023144A,1,28/12/2021 01:37,"{""type"": {""key"": ""/type/author""}, ""name"": ""Krishna Subbarao"", ""key"": ""/authors/OL10023144A"", ""source_records"": [""bwb:9781601070081""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:37:23.857927""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:37:23.857927""}}"
/type/author,/authors/OL10023527A,1,28/12/2021 01:48,"{""type"": {""key"": ""/type/author""}, ""name"": ""Elaine Chandler-Harris"", ""key"": ""/authors/OL10023527A"", ""source_records"": [""bwb:9781698709727""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:48:40.239601""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:48:40.239601""}}"
/type/author,/authors/OL10023647A,1,28/12/2021 01:52,"{""type"": {""key"": ""/type/author""}, ""name"": ""Andrew McCollough"", ""key"": ""/authors/OL10023647A"", ""source_records"": [""bwb:9781630230586""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:52:18.349813""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:52:18.349813""}}"
/type/author,/authors/OL10023909A,1,28/12/2021 01:58,"{""type"": {""key"": ""/type/author""}, ""name"": ""Rose Bousamra"", ""key"": ""/authors/OL10023909A"", ""source_records"": [""bwb:9781250259622""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:58:15.780275""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T01:58:15.780275""}}"
/type/author,/authors/OL10024081A,1,28/12/2021 02:03,"{""type"": {""key"": ""/type/author""}, ""name"": ""Diana Mathena"", ""key"": ""/authors/OL10024081A"", ""source_records"": [""bwb:9781956688061""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:03:54.141800""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:03:54.141800""}}"
/type/author,/authors/OL10024567A,1,28/12/2021 02:19,"{""type"": {""key"": ""/type/author""}, ""name"": ""Yoni Glaser"", ""key"": ""/authors/OL10024567A"", ""source_records"": [""bwb:9780578300054""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:19:13.280457""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:19:13.280457""}}"
/type/author,/authors/OL10024571A,1,28/12/2021 02:19,"{""type"": {""key"": ""/type/author""}, ""name"": ""Red Knolls Press"", ""key"": ""/authors/OL10024571A"", ""source_records"": [""bwb:9798985014501""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:19:14.078102""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:19:14.078102""}}"
/type/author,/authors/OL10025162A,1,28/12/2021 02:37,"{""type"": {""key"": ""/type/author""}, ""name"": ""asik press publication"", ""key"": ""/authors/OL10025162A"", ""source_records"": [""bwb:9798453196685""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:37:33.750105""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:37:33.750105""}}"
/type/author,/authors/OL10025760A,1,28/12/2021 02:58,"{""type"": {""key"": ""/type/author""}, ""name"": ""Donnie Roc"", ""key"": ""/authors/OL10025760A"", ""source_records"": [""bwb:9798484292677""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:58:52.982363""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:58:52.982363""}}"
/type/author,/authors/OL10025764A,1,28/12/2021 02:58,"{""type"": {""key"": ""/type/author""}, ""name"": ""Mohamed Al Amine"", ""key"": ""/authors/OL10025764A"", ""source_records"": [""bwb:9798579201485""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:58:55.622145""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T02:58:55.622145""}}"
/type/author,/authors/OL10026028A,1,28/12/2021 03:10,"{""type"": {""key"": ""/type/author""}, ""name"": ""Hugues Pichon"", ""key"": ""/authors/OL10026028A"", ""source_records"": [""bwb:9798471948037""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:10:40.819664""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:10:40.819664""}}"
/type/author,/authors/OL10026052A,1,28/12/2021 03:12,"{""type"": {""key"": ""/type/author""}, ""name"": ""Rarunam publishing"", ""key"": ""/authors/OL10026052A"", ""source_records"": [""bwb:9798517708038""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:12:06.711875""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:12:06.711875""}}"
/type/author,/authors/OL100266A,3,12/04/2010 12:19,"{""name"": ""Marikan Haji Hamid."", ""personal_name"": ""Marikan Haji Hamid."", ""created"": {""type"": ""/type/datetime"", ""value"": ""2008-04-01T03:28:50.625462""}, ""alternate_names"": [""Marikan""], ""photos"": [5731252], ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2010-04-12T12:19:43.239002""}, ""latest_revision"": 3, ""location"": ""Kedah"", ""key"": ""/authors/OL100266A"", ""fuller_name"": ""Marikan Haji Hamid."", ""type"": {""key"": ""/type/author""}, ""revision"": 3}"
/type/author,/authors/OL10026752A,1,28/12/2021 03:44,"{""type"": {""key"": ""/type/author""}, ""name"": ""Hayden publisher"", ""key"": ""/authors/OL10026752A"", ""source_records"": [""bwb:9798530520679""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:44:25.085372""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:44:25.085372""}}"
/type/author,/authors/OL10027029A,1,28/12/2021 03:58,"{""type"": {""key"": ""/type/author""}, ""name"": ""Pre Matrimoniale"", ""key"": ""/authors/OL10027029A"", ""source_records"": [""bwb:9798530697890""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:58:41.309516""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T03:58:41.309516""}}"
/type/author,/authors/OL10027176A,1,28/12/2021 04:05,"{""type"": {""key"": ""/type/author""}, ""name"": ""Marcelo Orsi"", ""key"": ""/authors/OL10027176A"", ""source_records"": [""bwb:9798654890702""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T04:05:49.020224""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T04:05:49.020224""}}"
/type/author,/authors/OL10028758A,1,28/12/2021 05:36,"{""type"": {""key"": ""/type/author""}, ""name"": ""Palmira Paronzini"", ""key"": ""/authors/OL10028758A"", ""source_records"": [""bwb:9798553962197""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T05:36:16.738476""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T05:36:16.738476""}}"
/type/author,/authors/OL10028934A,1,28/12/2021 05:47,"{""type"": {""key"": ""/type/author""}, ""name"": ""Chad Kabus"", ""key"": ""/authors/OL10028934A"", ""source_records"": [""bwb:9798518893061""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T05:47:07.954100""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T05:47:07.954100""}}"
/type/author,/authors/OL10029315A,1,28/12/2021 06:16,"{""type"": {""key"": ""/type/author""}, ""name"": ""Leo Kowald"", ""key"": ""/authors/OL10029315A"", ""source_records"": [""bwb:9781660477098""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:16:05.613623""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:16:05.613623""}}"
/type/author,/authors/OL10029606A,1,28/12/2021 06:38,"{""type"": {""key"": ""/type/author""}, ""name"": ""Blurred Colors"", ""key"": ""/authors/OL10029606A"", ""source_records"": [""bwb:9798470895790""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:38:27.329897""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:38:27.329897""}}"
/type/author,/authors/OL10029797A,1,28/12/2021 06:51,"{""type"": {""key"": ""/type/author""}, ""name"": ""Ambrose Ambrose Bierce"", ""key"": ""/authors/OL10029797A"", ""source_records"": [""bwb:9798466837377""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:51:42.451072""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:51:42.451072""}}"
/type/author,/authors/OL10029843A,1,28/12/2021 06:54,"{""type"": {""key"": ""/type/author""}, ""name"": ""Paul Macy"", ""key"": ""/authors/OL10029843A"", ""source_records"": [""bwb:9798478486839""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:54:59.177329""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T06:54:59.177329""}}"
/type/author,/authors/OL10030340A,1,28/12/2021 07:33,"{""type"": {""key"": ""/type/author""}, ""name"": ""floral weddings"", ""key"": ""/authors/OL10030340A"", ""source_records"": [""bwb:9798745274107""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T07:33:14.883830""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T07:33:14.883830""}}"
/type/author,/authors/OL10030409A,1,28/12/2021 07:37,"{""type"": {""key"": ""/type/author""}, ""name"": ""Breanna Fuechsel"", ""key"": ""/authors/OL10030409A"", ""source_records"": [""bwb:9798491270897""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T07:37:57.251881""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T07:37:57.251881""}}"
/type/author,/authors/OL10030747A,1,28/12/2021 08:01,"{""type"": {""key"": ""/type/author""}, ""name"": ""S. K. CORNER"", ""key"": ""/authors/OL10030747A"", ""source_records"": [""bwb:9798483722540""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T08:01:15.466264""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T08:01:15.466264""}}"
/type/author,/authors/OL1003088A,2,20/08/2008 18:14,"{""name"": ""Janet Heinonen"", ""personal_name"": ""Janet Heinonen"", ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2008-08-20T18:14:02.531935""}, ""key"": ""/authors/OL1003088A"", ""birth_date"": ""1951"", ""type"": {""key"": ""/type/author""}, ""revision"": 2}"
/type/author,/authors/OL10030954A,1,28/12/2021 08:15,"{""type"": {""key"": ""/type/author""}, ""name"": ""Jade Design"", ""key"": ""/authors/OL10030954A"", ""source_records"": [""bwb:9798494939418""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T08:15:46.485138""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T08:15:46.485138""}}"
/type/author,/authors/OL10030996A,1,28/12/2021 08:17,"{""type"": {""key"": ""/type/author""}, ""name"": ""Happy Mood EDITION"", ""key"": ""/authors/OL10030996A"", ""source_records"": [""bwb:9798488495913""], ""latest_revision"": 1, ""revision"": 1, ""created"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T08:17:48.279309""}, ""last_modified"": {""type"": ""/type/datetime"", ""value"": ""2021-12-28T08:17:48.279309""}}"
